713,2462,10
713,175,10
713,282,10
713,5420,10
713,289,10
713,4032,10
713,7868,10
713,5989,10
713,3354,10
713,7574,10
713,6571,10
713,2883,10
713,2282,10
713,5300,10
713,300,10
713,7319,10
713,2481,10
713,250,10
713,6565,10
713,3300,10
713,7925,10
713,6450,10
713,1447,10
713,3284,10
713,6872,10
713,4681,10
713,293,10
713,3461,10
713,5151,10
713,1635,10
713,2701,10
250,3300,100
250,2282,10
6571,2282,10
6571,7632,100
2701,3284,100
2701,2282,10
2701,245,10
2701,sxt1 2701,10
7925,2282,10
5151,7825,100
5151,1635,10
5151,4480,100
5151,2282,10
5151,2616,100
5151,223,100
5151,sxt1 5108,10
5151,sxt1 1474,10
5151,sxt1 7259,10
5151,4480,10
5151,223,10
4681,2481,100
4681,1447,100
4681,314,100
4681,5420,100
4681,6363,100
4681,6363,10
4681,2282,10
3354,7868,100
3354,2282,10
2282,5806,10
2282,2462,10
2282,175,10
2282,282,10
2282,1635,10
2282,6450,10
2282,5420,10
2282,6565,10
2282,289,10
2282,2883,10
2282,7319,10
2282,293,10
2282,6872,10
2282,4032,10
2282,2481,10
2282,3300,10
2282,7868,10
2282,5989,10
2282,5300,10
2282,7574,10
2282,300,10
2282,3284,10
2282,3461,10
2282,1447,10
7868,3354,100
3300,5300,100
3300,314,100
3300,6363,100
3300,6623,100
3300,4712,100
3300,250,100
3300,285,100
3300,175,100
3300,6450,100
1635,335,100
1635,7817,100
1635,7825,10
1635,335,10
1635,7817,10
1635,2616,10
1635,5473,10
1635,5473,100
7868,3354,100
335,1635,100
335,2616,100
335,5473,100
5989,4712,100
5989,4712,10
1447,2481,100
1447,4681,100
1447,6363,100
1447,5420,100
1447,5420,10
223,7825,100
223,5151,100
223,4480,100
175,3300,100
175,285,100
175,6623,100
175,6623,10
7632,289,100
7632,6571,100
7632,289,10
4480,5151,100
4480,7825,100
4480,223,100
3461,4530,10
3461,4517,10
3461,5134,10
3461,7545,10
3461,154,10
3461,5243,10
3461,334,10
3461,242,10
3461,7537,10
3461,235,10
3461,345,10
3461,944,10
3461,204,10
3461,279,10
3461,4402,10
3461,4439,10
3461,5635,10
3461,5051,10
3461,291,10
3461,6793,10
3461,3607,10
3461,185,10
3461,4062,10
3461,6219,10
3461,4153,10
3461,7252,10
3461,7037,10
3461,7007,10
3461,181,10
3461,7954,10
3461,7398,10
3461,3301,10
3461,4507,10
3461,7755,10
3461,4459,10
3461,5344,10
3461,7325,10
3461,4192,10
3461,5327,10
3461,3713,10
3461,228,10
3461,3682,10
3461,4666,10
3461,5686,10
3461,259,10
3461,4891,10
3461,5089,10
3461,368,10
3461,4391,10
3461,219,10
3461,4395,10
3461,48,10
3461,2889,10
2462,7934,100
2462,7934,10
2462,5578,100
2462,5578,10
3284,2701,100
2481,1447,100
2481,314,100
2481,4681,100
2481,6363,100
2481,5420,100
2481,282,100
4530,4402,100
4530,228,100
4530,4393,100
4530,4439,100
4530,4507,100
4530,4506,100
4530,4459,100
5151,7825,100
5151,4480,100
5151,2616,100
5151,223,100
5151,sxt1 5108,10
5151,sxt1 1474,10
5151,sxt1 7259,10
4439,4530,100
7825,223,100
7825,4480,100
5300,3300,100
5300,6623,100
5300,285,100
5300,6022,100
5300,285,10
5300,6911,100
5300,6911,10
314,2481,100
314,4681,100
314,6450,10
314,6450,100
3713,3607,100
5473,2616,100
5473,1635,100
1635,7817,100
1635,335,10
1635,7817,10
1635,2616,10
1635,5473,10
250,3300,100
4507,4402,100
4507,4734,100
4507,4891,100
4507,18,100
4507,4530,100
4507,4506,100
4507,4868,100
4507,4393,100
4507,4393,10
4507,sxt1 4507,10
4507,4459,100
4192,7545,100
4192,7765,100
4192,7954,100
4192,6807,100
4192,sxt1 7765,10
4192,6807,10
4712,3300,100
4712,5989,100
4712,6450,100
4402,4868,100
4402,4530,100
4402,18,100
4402,4459,100
4402,4507,100
4402,4891,100
4402,4506,100
4402,4393,100
5578,2462,100
5578,7934,100
6911,6022,100
6911,285,100
6911,285,10
6911,5300,100
5420,1447,100
5420,6363,100
5420,4681,100
5420,6450,100
5420,2481,100
4459,4402,100
4459,18,100
4459,4393,100
4459,4506,100
4459,18,10
4459,4891,100
4459,4530,100
4459,4507,100
4459,4506,10
6450,4681,100
6450,3300,100
6450,314,10
3284,2701,100
5300,6623,100
5300,285,100
5300,6022,100
5300,285,10
5300,6911,10
282,2481,100
3607,3713,100
3607,2646,100
3607,sxt1 2646,10
6807,4192,100
sxt1 4507,4868,10
6022,285,100
2481,1447,100
2481,4681,100
2481,6363,100
2701,245,100
2701,245,10
368,5089,10
6363,3300,100
6363,1447,100
6363,4681,100
